id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
1217;Ruperta Murillo;F;1962-06-29;Barranco;2023-02-15;Plata
1218;Juliana Tejero Tello;F;1996-06-01;Sin Especificar;2023-11-19;Sin Programa
1219;Manolo Cuéllar Reig;M;1985-03-07;Rímac;2023-01-28;Oro
1220;Domingo Aroca Castell;M;1987-11-21;Pueblo Libre;2023-06-20;Bronce
1221;Martina Candelaria Cañizares Vila;F;1971-05-30;Surco;2023-03-31;Bronce
1222;Violeta Collado Barba;F;1949-01-08;Villa El Salvador;2023-03-30;Plata
1223;Efraín Escolano Villanueva;M;1966-05-23;Surco;2023-02-18;Bronce
1224;María Belén Alfonso;F;1964-01-05;Comas;2023-03-23;Sin Programa
1225;Anselma Gascón Sanchez;F;1984-02-05;Chorrillos;2024-01-19;Bronce
1226;Jonatan Toño Tirado Donaire;M;1983-09-09;Los Olivos;2024-01-20;Oro
1227;Severo Reig Clavero;M;2005-03-15;Villa El Salvador;2023-12-13;Sin Programa
1228;Segismundo Rodolfo Espada Vicente;M;1974-08-13;San Borja;2023-03-25;Sin Programa
1229;Celso Noriega Santana;M;1998-10-24;Jesús María;2023-05-28;Sin Programa
1230;Marta Anastasia Gras Pineda;F;1993-08-13;Barranco;2023-10-05;Plata
1231;Blas Camps;M;1947-06-13;Barranco;2023-12-06;Bronce
1232;Cosme Yáñez Varela;M;1942-02-16;Los Olivos;2023-08-03;Plata
1233;Sarita Conde;F;1999-12-06;San Miguel;2023-05-13;Sin Programa
1234;Ariadna Carmen Tamarit Arias;F;1938-09-23;Los Olivos;2023-10-18;Sin Programa
1235;Lidia Carpio-Buendía;F;1987-10-12;Comas;2023-07-25;Bronce
1236;Mónica de Abella;F;1967-11-09;San Juan de Lurigancho;2023-09-17;Sin Programa
1237;Juan Carlos Rivero;M;1967-01-27;Ate;2023-07-28;Bronce
1238;Ulises Aroca Romeu;M;1956-02-27;Comas;2023-10-04;Plata
1239;Rosario Toledo Piquer;F;1969-01-21;San Miguel;2023-06-04;Bronce
1240;Marita Cabañas Roig;F;1960-01-02;Miraflores;2023-03-19;Bronce
1241;Edu Tejada Guerrero;M;1965-03-26;Sin Especificar;2023-11-21;Sin Programa
1242;Elodia Real Jiménez;F;2003-04-05;Los Olivos;2023-06-03;Plata
1243;Adela Aguilar Yáñez;F;1941-06-09;Independencia;2023-09-23;Plata
1244;Juan Bautista Aguilar Perez;M;1960-04-23;Chorrillos;2023-05-08;Bronce
1245;Noemí Moles Rebollo;F;1990-07-28;Lince;2023-01-04;Sin Programa
1246;Ascensión Cortes Rojas;F;1988-06-30;Lince;2023-12-11;Sin Programa
1247;Dolores Dorita Roda Pavón;F;2000-01-14;Chorrillos;2023-12-01;Sin Programa
1248;Eliana Nieves Puerta Frías;F;1965-09-02;Los Olivos;2023-10-05;Bronce
1249;Leoncio Tolosa;M;1949-11-25;La Molina;2023-02-01;Bronce
1250;Flora Tomás Izaguirre;F;1973-06-30;La Molina;2023-05-13;Sin Programa
1251;Maricruz Ocaña Puig;F;2004-08-10;San Isidro;2023-06-07;Bronce
1252;Teófilo Carrera Gras;M;1965-03-14;Chorrillos;2023-02-15;Bronce
1253;Rosendo de Cabrera;M;1938-08-11;Jesús María;2023-01-16;Sin Programa
1254;Liliana Pérez Nevado;F;1980-05-02;Breña;2023-05-22;Bronce
1255;María Luisa Azorin-Cuevas;F;1985-11-02;Magdalena del Mar;2023-08-12;Bronce
1256;Maximino Adadia;M;1998-09-01;Magdalena del Mar;2023-03-29;Bronce
1257;Sandra Codina Soto;F;1956-04-23;Pueblo Libre;2023-06-09;Sin Programa
1258;Irma Anunciación Baró Jódar;F;1976-02-29;San Juan de Lurigancho;2023-03-19;Plata
1259;Gil Bernal Arellano;M;1971-10-14;Miraflores;2023-10-29;Sin Programa
1260;Herberto Vázquez;M;1966-06-10;Rímac;2023-03-01;Bronce
1261;Pelayo Barceló Díez;M;1988-05-28;Chorrillos;2023-12-06;Sin Programa
1262;Isidoro de Franch;M;1946-06-04;San Isidro;2023-11-26;Sin Programa
1263;Eric Ferreras-Aragonés;M;1953-06-12;Comas;2023-12-17;Oro
1264;Lina Lorena Guardiola Doménech;F;1959-10-31;La Molina;2023-10-30;Plata
1265;Geraldo Haro Abad;M;1977-07-22;Breña;2023-09-16;Sin Programa
1266;Antonia Llorente Pulido;F;1962-01-03;Villa El Salvador;2023-01-28;Sin Programa
1267;Nayara Prats Ramirez;F;1994-06-06;Santiago de Surco;2023-10-31;Bronce
1268;Cornelio Juan Antonio Alcántara Bayona;M;2005-11-07;Independencia;2023-06-14;Sin Programa
1269;Malena Luís Oliveras;F;1958-01-11;San Juan de Lurigancho;2023-12-14;Bronce
1270;Sabina Lloret Gonzalo;F;1971-06-17;Pueblo Libre;2024-01-09;Sin Programa
1271;Cleto Javi Quintero Acuña;M;1957-08-10;Chorrillos;2023-12-01;Sin Programa
1272;Carmelita Ramírez Velasco;F;1946-01-01;Magdalena del Mar;2023-05-10;Sin Programa
1273;Manuelita Belmonte Vaquero;F;2001-04-24;Lince;2023-03-09;Sin Programa
1274;Evita Caro Vilanova;F;1942-10-24;Villa El Salvador;2023-10-06;Bronce
1275;Urbano Ibáñez Salas;M;1949-12-12;San Isidro;2023-11-05;Bronce
1276;Lope Tomás;M;1963-09-14;Pueblo Libre;2023-11-04;Bronce
1277;Prudencia Nicolás Segarra;F;1984-01-18;San Juan de Lurigancho;2023-12-08;Plata
1278;Vidal de Toledo;M;1955-11-23;Lince;2023-09-01;Sin Programa
1279;Dora Bauzà Piñeiro;F;1971-03-19;San Miguel;2023-06-07;Sin Programa
1280;Nilo Gras Moles;M;1974-11-22;Pueblo Libre;2023-05-12;Plata
1281;Feliciana Villalonga;F;1961-09-04;Sin Especificar;2023-05-09;Sin Programa
1282;Adelia Lago-Hurtado;F;1990-03-20;Sin Especificar;2023-01-02;Oro
1283;Arturo Pujol Nogués;M;1950-02-18;Ate;2023-10-11;Oro
1284;Manola Escalona Tamayo;F;1967-07-31;Comas;2023-08-19;Sin Programa
1285;Felicidad Gil Leon;F;1946-11-02;Santiago de Surco;2023-08-29;Plata
1286;Raúl Falcón Valenzuela;M;1954-02-23;Chorrillos;2024-01-24;Bronce
1287;Desiderio Herranz Lara;M;1947-12-20;Independencia;2023-07-14;Sin Programa
1288;Crescencia Franco Iborra;F;1976-12-20;San Borja;2023-06-29;Sin Programa
1289;Felipa Calixta Campillo Carretero;F;1964-09-12;Independencia;2023-04-15;Plata
1290;Nicolasa Ugarte Agudo;F;1964-10-17;Sin Especificar;2023-01-16;Plata
1291;Alondra Toledo-Pera;F;1955-08-08;Barranco;2023-12-13;Sin Programa
1292;Estela Leire Llobet Tudela;F;1993-06-20;Ate;2023-10-17;Sin Programa
1293;Roberto Vicente Losada;M;1976-08-27;San Juan de Lurigancho;2024-01-23;Sin Programa
1294;Dan Castellanos;M;1951-11-28;Lince;2023-06-13;Bronce
1295;Lucila Rocha Tejera;F;1968-02-09;Barranco;2023-07-28;Oro
1296;Alejandra Valverde-Olivera;F;1957-12-18;Chorrillos;2023-03-15;Sin Programa
1297;Teodora Díaz;F;1964-05-02;Comas;2023-03-29;Bronce
1298;Azeneth del Moles;F;2001-03-01;La Molina;2023-02-28;Sin Programa
1299;Adolfo Galvez Pino;M;1967-09-18;Jesús María;2023-10-14;Sin Programa
1300;Armida Eufemia Pardo Jover;F;2000-04-06;Sin Especificar;2023-09-09;Sin Programa
1301;Maite Jódar Gálvez;F;2007-11-18;Lince;2023-06-18;Bronce
1302;Jonatan Novoa Paz;M;2001-07-15;Lince;2023-03-29;Sin Programa
1303;Leticia Rodrigo Galvez;F;1947-08-22;Villa El Salvador;2023-10-10;Bronce
1304;Pancho Perales;M;1972-10-15;Breña;2023-11-30;Plata
1305;Tania Pérez Losa;F;1945-06-21;Pueblo Libre;2023-05-02;Plata
1306;Cipriano de Granados;M;1938-08-30;Pueblo Libre;2023-09-30;Bronce
1307;Poncio Lerma Gutiérrez;M;1985-08-15;Pueblo Libre;2023-11-07;Sin Programa
1308;Inocencio Piquer-Ferrández;M;1971-06-20;Pueblo Libre;2023-11-23;Sin Programa
1309;Salomón Conde Suárez;M;1942-04-06;Miraflores;2023-12-16;Sin Programa
1310;Carmen Robles Valero;F;1986-04-18;San Isidro;2023-07-17;Sin Programa
1311;Virginia Villanueva Moles;F;1943-10-30;Chorrillos;2023-02-02;Bronce
1312;Eutimio del Asenjo;M;1955-06-25;Los Olivos;2023-07-15;Sin Programa
1313;Augusto Cárdenas;M;1972-11-07;La Molina;2023-05-01;Sin Programa
1314;Concepción Izquierdo Tamayo;F;1975-08-01;Surco;2023-12-26;Bronce
1315;Javiera Nadal Juan;F;1984-06-24;San Juan de Lurigancho;2023-07-13;Bronce
1316;Fernanda Jiménez Núñez;F;1971-04-10;San Martín de Porres;2023-09-24;Bronce
1317;Guiomar Carrión Ortega;F;2002-04-19;Pueblo Libre;2023-04-15;Bronce
1318;Chita Maricruz Díaz Luís;F;1944-09-28;Comas;2023-01-08;Bronce
1319;Fermín Vicens Torrent;M;1979-06-26;Santiago de Surco;2023-11-29;Plata
1320;Vilma de Piquer;F;1946-04-20;San Martín de Porres;2023-05-14;Sin Programa
1321;Eloísa Jordana Coca Diez;F;1976-03-30;San Borja;2023-10-04;Sin Programa
1322;Ignacia Quiroga Bellido;F;1977-05-24;Comas;2023-04-29;Plata
1323;Cecilio Nuñez Gracia;M;1972-11-13;Breña;2023-07-14;Oro
1324;Federico Manuel Lastra;M;1960-01-03;Miraflores;2023-12-17;Sin Programa
1325;Mireia Gertrudis Linares Salgado;F;1962-12-25;Independencia;2023-08-17;Sin Programa
1326;Piedad Viñas Sanjuan;F;1999-05-18;San Isidro;2023-10-14;Sin Programa
1327;Celso Espejo;M;1982-10-27;Jesús María;2023-12-17;Sin Programa
1328;Begoña Guitart Infante;F;1946-11-23;Lince;2023-07-04;Sin Programa
1329;Clementina Diaz Puerta;F;1980-01-08;San Borja;2024-01-04;Sin Programa
1330;Arcelia Bartolomé Sáenz;F;1937-02-07;La Molina;2023-11-06;Sin Programa
1331;Amando Amo-Puerta;M;1979-11-19;San Isidro;2023-04-16;Plata
1332;Ramona Blanco-Calleja;F;2005-12-14;San Miguel;2023-01-12;Bronce
1333;María Pilar Cortés Blasco;F;1941-11-11;San Martín de Porres;2023-08-28;Plata
1334;Esmeralda Grande;F;1983-10-13;San Borja;2023-05-12;Bronce
1335;Paz Luz Salazar;F;1936-03-06;Villa El Salvador;2023-05-12;Oro
1336;Benigna Zurita Donaire;F;1961-03-27;San Miguel;2024-01-10;Bronce
1337;Ale Palacios Morell;M;1937-10-07;San Martín de Porres;2023-05-21;Bronce
1338;Josefina del Salgado;F;1963-08-08;Los Olivos;2023-07-25;Sin Programa
1339;Paco Elorza Saura;M;1979-09-05;Sin Especificar;2023-06-14;Plata
1340;Isaac Juan Francisco Menendez Olivera;M;1958-12-08;Barranco;2023-07-30;Sin Programa
1341;Julián de Borrás;M;1954-11-07;Rímac;2023-03-12;Sin Programa
1342;Fabio del Revilla;M;1991-02-15;Ate;2023-08-02;Bronce
1343;Calixta Mateos Alarcón;F;1990-08-02;Rímac;2023-07-14;Bronce
1344;Lourdes Cerezo Núñez;F;2002-07-31;Magdalena del Mar;2023-11-28;Sin Programa
1345;Joel Aguirre Téllez;M;1939-11-12;Independencia;2023-12-20;Plata
1346;Eutimio de Ros;M;1967-12-16;Lince;2023-06-25;Bronce
1347;Marc Guardia Aguilar;M;1963-06-01;San Martín de Porres;2024-01-15;Plata
1348;Florentina Fabregat-Requena;F;1977-02-22;Barranco;2023-03-14;Bronce
1349;Isaías Prat-Iborra;M;1947-04-14;Ate;2023-04-22;Bronce
1350;Otilia Porta Pineda;F;1987-01-26;Sin Especificar;2023-08-02;Bronce
1351;Eleuterio Bernad Roca;M;1986-05-25;Los Olivos;2023-01-06;Sin Programa
1352;Juan Llabrés López;M;1971-08-01;Miraflores;2023-12-19;Sin Programa
1353;Rufina Leiva-Rey;F;1972-08-15;San Martín de Porres;2023-01-08;Sin Programa
1354;Teodosio Bayona Esparza;M;1956-10-25;Breña;2023-07-28;Sin Programa
1355;Ema Cano Sarabia;F;1941-05-12;Miraflores;2023-01-07;Plata
1356;Jennifer Elena Téllez Expósito;F;1979-09-26;Magdalena del Mar;2023-05-14;Bronce
1357;Agustina Cornejo Ayala;F;1958-08-21;Chorrillos;2023-08-11;Bronce
1358;Aitor Estevez-Calatayud;M;1942-01-26;La Molina;2023-12-09;Bronce
1359;Eloy Casares Ríos;M;1976-10-07;Sin Especificar;2023-06-26;Sin Programa
1360;Demetrio Bosch Contreras;M;1989-02-12;Comas;2023-12-17;Oro
1361;Leire Gaya Nogués;F;1963-10-30;Jesús María;2023-01-03;Oro
1362;Fabricio Valentín;M;1997-08-09;Pueblo Libre;2023-05-17;Sin Programa
1363;Jesús Angulo Murillo;M;2001-03-23;Comas;2023-07-21;Plata
1364;Soledad Coll Barba;F;1980-09-20;Barranco;2023-02-19;Bronce
1365;Román Poza Bellido;M;1980-03-13;Magdalena del Mar;2023-12-02;Sin Programa
1366;José Escudero-Fernandez;F;1988-09-11;Independencia;2023-08-19;Bronce
1367;Sebastian Pizarro Alberola;M;1991-06-03;San Miguel;2023-08-25;Sin Programa
1368;Rebeca Ibarra Plaza;F;1980-09-28;Barranco;2023-09-03;Sin Programa
1369;Delia de Flor;F;1975-02-19;Chorrillos;2023-10-13;Bronce
1370;Paulina de Vázquez;F;1984-12-02;San Juan de Lurigancho;2023-12-26;Bronce
1371;Jordi Porcel Miguel;M;1991-01-04;Santiago de Surco;2024-01-29;Bronce
1372;Candela Arnal Viñas;F;1988-07-12;Chorrillos;2024-01-19;Sin Programa
1373;Dolores Teruel Martín;F;1972-03-25;Villa El Salvador;2023-08-23;Plata
1374;Geraldo Azorin Gibert;M;1956-12-22;Rímac;2023-02-22;Sin Programa
1375;Desiderio Rovira Morata;M;1998-10-15;Ate;2023-03-06;Bronce
1376;Carina Llorente Carretero;F;1942-12-05;Surco;2023-05-13;Bronce
1377;Rosa Herrero;F;1963-11-08;Sin Especificar;2023-11-10;Bronce
1378;Alondra Talavera Cortina;F;1939-09-21;Santiago de Surco;2023-05-12;Sin Programa
1379;Regina Borrás Ibarra;F;2000-04-08;La Molina;2023-03-04;Sin Programa
1380;Josep Bravo Nevado;M;1937-04-18;Independencia;2023-01-17;Sin Programa
1381;Amor Pagès Correa;M;1964-03-25;Chorrillos;2023-06-27;Bronce
1382;Ruy Campo-Casas;M;2001-03-14;Rímac;2023-09-08;Bronce
1383;Cruz del Olivera;F;1953-04-15;Rímac;2023-04-09;Bronce
1384;Quique de Almazán;M;1953-07-06;Comas;2023-04-10;Bronce
1385;Felisa Cañizares;F;1971-06-20;Ate;2023-08-24;Plata
1386;Vinicio Ariza Toro;M;1950-10-14;Pueblo Libre;2023-06-17;Plata
1387;Lino del Trillo;M;1963-06-12;Comas;2023-06-12;Bronce
1388;Loreto Estévez Oliveras;M;2003-07-06;Sin Especificar;2023-11-04;Sin Programa
1389;Pío Solís Llopis;M;1959-11-01;San Borja;2023-03-05;Oro
1390;Zoraida Teodora Cueto Bayón;F;1943-01-16;Villa El Salvador;2023-03-28;Sin Programa
1391;Casemiro Sancho-Marqués;M;1950-04-11;Los Olivos;2023-07-01;Sin Programa
1392;Macarena Pedraza Santiago;F;1948-04-10;Chorrillos;2023-10-27;Bronce
1393;Román Velasco Pinilla;M;2007-12-16;Ate;2023-07-03;Sin Programa
1394;Verónica Alfonso Pascual;F;2006-02-28;Los Olivos;2023-02-12;Sin Programa
1395;Dimas Felipe Barroso Ponce;M;1950-11-23;San Isidro;2023-03-26;Sin Programa
1396;Luciana Valencia Correa;F;1961-06-27;Lince;2023-10-24;Sin Programa
1397;Elisabet Etelvina Redondo Montserrat;F;1945-12-10;Ate;2023-09-09;Plata
1398;Ariadna Zabala Batlle;F;1962-12-26;Independencia;2024-01-22;Bronce
1399;Silvestre Castilla Escalona;M;1982-02-12;Ate;2023-12-19;Sin Programa
1400;Cosme Campo Torralba;M;2004-11-06;Breña;2023-05-26;Sin Programa
1401;Ariel Antón Pont;F;1981-02-14;Magdalena del Mar;2023-01-11;Oro
1402;Lucila del Avilés;F;1981-02-16;San Borja;2023-06-19;Sin Programa
1403;Dan Belda Alberto;M;1997-11-01;Miraflores;2023-05-28;Bronce
1404;Morena Tur Bernal;F;1993-08-28;Lince;2023-08-16;Sin Programa
1405;Rosario de Paniagua;F;1947-12-07;San Juan de Lurigancho;2023-09-24;Bronce
1406;Perlita Ricart-Peinado;F;1994-04-05;Ate;2024-01-13;Sin Programa
1407;Sandra Larrañaga Ángel;F;1945-05-25;Santiago de Surco;2023-03-02;Sin Programa
1408;Paula Bejarano Mateu;F;1959-03-16;Miraflores;2023-06-11;Sin Programa
1409;Concepción Vives Caballero;F;2003-06-26;Miraflores;2023-02-21;Sin Programa
1410;Paola Guardia Pol;F;2001-02-27;Comas;2024-01-31;Bronce
1411;Celia Zorrilla Ibarra;F;1954-03-15;San Juan de Lurigancho;2023-09-24;Sin Programa
1412;Maura Carmina Ribes Camacho;F;1962-05-20;Lince;2024-01-05;Plata
1413;Felisa Nereida Segarra Roldán;F;1937-12-02;Lince;2024-01-30;Sin Programa
1414;Carina Escribano Querol;F;1969-06-11;Miraflores;2023-05-27;Oro
1415;Florentino Cruz-Salazar;M;1998-09-10;San Juan de Lurigancho;2023-06-24;Sin Programa
1416;Yaiza Miró Morata;F;2004-08-17;Surco;2023-09-16;Sin Programa
1417;Haydée Ros Morales;F;1950-02-13;San Miguel;2023-05-02;Sin Programa
1418;Dalila Marcela Gargallo Perez;F;1972-01-04;Santiago de Surco;2023-09-13;Plata
1419;Ángeles Izquierdo-Palomino;F;1968-08-05;Santiago de Surco;2023-05-21;Sin Programa
1420;Jacinta del Abad;F;1944-02-25;Santiago de Surco;2023-01-27;Bronce
1421;Elodia Alegre Villaverde;F;1968-07-02;Sin Especificar;2023-03-26;Sin Programa
1422;Victor Matas Agudo;M;1961-01-01;Breña;2023-10-29;Bronce
1423;Consuela Garmendia Miranda;F;1970-01-19;Santiago de Surco;2023-08-12;Plata
1424;Rolando Llorente Vidal;M;1965-07-22;San Miguel;2023-12-06;Plata
1425;Marianela Cortes-Busquets;F;1976-07-01;San Isidro;2023-10-22;Sin Programa
1426;Jimena Pagès Costa;F;1936-02-28;La Molina;2023-08-16;Bronce
1427;Dulce Pedraza Iborra;F;1999-04-07;Lince;2023-11-23;Bronce
1428;Domitila Mas Briones;F;1994-11-24;Jesús María;2023-02-28;Plata
1429;Gloria Mariana Gelabert Berenguer;F;1952-10-25;Independencia;2023-12-14;Plata
1430;Ruy Tolosa Duran;M;1978-11-19;Jesús María;2023-02-19;Sin Programa
1431;Sara de Mas;F;1993-05-12;Villa El Salvador;2024-01-27;Sin Programa
1432;Pío Pizarro Bermudez;M;2006-07-20;Breña;2023-07-14;Sin Programa
1433;Édgar Múñiz Oliveras;M;1939-08-17;San Martín de Porres;2023-07-14;Sin Programa
1434;Hilda Carreño;F;1997-12-24;Santiago de Surco;2023-08-06;Plata
1435;Piedad Alberdi Piñeiro;F;2007-08-28;Magdalena del Mar;2023-12-06;Plata
1436;Encarnación Zamora Armengol;F;1973-08-12;Breña;2023-07-30;Bronce
1437;Luz Conde Morillo;F;1955-01-19;San Miguel;2023-11-01;Bronce
1438;Octavia Giner-Coronado;F;2002-12-03;Comas;2023-04-15;Plata
1439;Nerea Pozo Salinas;F;1964-12-05;Villa El Salvador;2023-01-03;Bronce
1440;Maricela Ligia Bosch Girona;F;1974-03-21;Independencia;2023-06-19;Bronce
1441;Ema Prado;F;1998-01-07;San Martín de Porres;2023-10-12;Sin Programa
1442;Blas Navarrete Blanch;M;1977-12-14;Ate;2023-09-06;Sin Programa
1443;Lucho de Pujol;M;1954-09-03;San Martín de Porres;2023-05-08;Sin Programa
1444;Aristides Pujadas Valls;M;1953-07-15;Comas;2023-07-13;Bronce
1445;Remedios Castrillo;F;1994-09-14;Sin Especificar;2023-01-19;Bronce
1446;Juliana Figuerola Torrents;F;1982-03-29;Sin Especificar;2023-02-01;Sin Programa
1447;Modesta Ferrández;F;1983-10-29;Miraflores;2023-02-18;Sin Programa
1448;María Manuela Zamora-Hoz;F;1969-04-23;Pueblo Libre;2023-02-08;Sin Programa
1449;Andrea Larrea Ropero;F;2006-01-11;Rímac;2023-12-07;Sin Programa
1450;Octavio Borrás Capdevila;M;2005-12-28;San Martín de Porres;2023-04-06;Sin Programa
1451;Héctor Pavón;M;1970-01-04;Villa El Salvador;2023-03-22;Bronce
1452;Celestina Montes Ocaña;F;2004-06-14;San Isidro;2023-07-31;Sin Programa
1453;Morena Aitana Mayol Dominguez;F;1953-08-16;Independencia;2023-12-09;Bronce
1454;María Manuela Salamanca Coello;F;2007-01-30;Chorrillos;2023-12-26;Bronce
1455;Amada de Flores;F;2007-08-05;Magdalena del Mar;2023-07-05;Sin Programa
1456;Calixta Boada Capdevila;F;1947-08-04;Surco;2023-04-14;Plata
1457;Daniela Coloma Maestre;F;1981-09-09;San Martín de Porres;2023-05-07;Bronce
1458;Fabiana Cantero Mayol;F;1970-05-08;Rímac;2023-02-15;Sin Programa
1459;Jonatan de Mármol;M;1964-04-02;La Molina;2023-06-26;Bronce
1460;Rafael Galán Frías;M;1954-10-19;San Isidro;2023-06-18;Sin Programa
1461;Juan Carlos Jordán-Tomas;M;2006-11-04;Sin Especificar;2023-02-08;Sin Programa
1462;Pastora Bibiana Alfaro Peñas;F;1943-08-03;San Miguel;2023-07-05;Bronce
1463;Yolanda Narcisa Zurita Arranz;F;1940-11-27;Independencia;2023-04-09;Oro
1464;Carlota Barrena Luz;F;1945-10-10;Barranco;2024-01-31;Sin Programa
1465;Rosa Linares Baena;F;1982-06-22;Sin Especificar;2024-01-09;Sin Programa
1466;Morena de Batlle;F;1956-08-28;San Martín de Porres;2023-04-23;Plata
1467;Natalio Linares;M;1940-11-26;San Juan de Lurigancho;2023-01-09;Sin Programa
1468;Toni Campos Aliaga;M;1976-06-19;Pueblo Libre;2023-07-28;Bronce
1469;Teófila Pomares Guardia;F;1960-07-21;Los Olivos;2024-01-14;Sin Programa
1470;Liliana Cabezas;F;1942-01-31;Ate;2023-12-14;Sin Programa
1471;Jose Carlos Borja Estrada;M;2004-04-01;Rímac;2023-12-16;Sin Programa
1472;Leyre Seco Almeida;F;1988-08-14;Villa El Salvador;2023-10-09;Sin Programa
1473;Delia Ávila Mayol;F;1938-02-08;Lince;2023-12-24;Sin Programa
1474;Laura Pozuelo Crespo;F;1980-12-03;San Juan de Lurigancho;2023-06-29;Sin Programa
1475;Fulgencio Ortiz Padilla;M;1956-05-10;Sin Especificar;2023-07-06;Bronce
1476;Desiderio Vallejo Llorens;M;1987-03-22;Jesús María;2023-05-15;Bronce
1477;Maura Jiménez Pombo;F;1982-01-05;Los Olivos;2023-07-05;Sin Programa
1478;Leopoldo Losada Gomis;M;1962-02-20;Rímac;2023-12-10;Plata
1479;Francisco Pozo Cervantes;M;1986-07-21;Independencia;2023-04-26;Sin Programa
1480;Pastora Piña Viñas;F;1977-06-03;Independencia;2023-02-11;Sin Programa
1481;Trini Maura Gordillo Rincón;F;1956-11-12;Pueblo Libre;2023-03-17;Plata
1482;Maribel Corominas Roldan;F;1943-11-23;Jesús María;2023-09-21;Sin Programa
1483;Wálter Mur Sanchez;M;1945-11-02;Sin Especificar;2023-05-13;Bronce
1484;Benigna Gabaldón-Chacón;F;1943-08-07;San Isidro;2023-04-12;Sin Programa
1485;Kike Octavio Francisco Cervera;M;1979-10-06;San Martín de Porres;2023-10-13;Sin Programa
1486;Noemí Zabaleta Cepeda;F;1943-11-29;Comas;2023-12-20;Sin Programa
1487;Wálter Codina;M;1945-05-31;Chorrillos;2023-02-28;Oro
1488;África Camila Moll Bauzà;F;1951-10-21;Los Olivos;2023-06-08;Sin Programa
1489;Luisina Carrasco-Espinosa;F;1978-01-27;Magdalena del Mar;2023-01-18;Sin Programa
1490;Simón Coello Andreu;M;1952-02-22;San Isidro;2023-01-08;Sin Programa
1491;Valerio Riba Reina;M;1956-09-05;Ate;2023-05-30;Sin Programa
1492;Ismael Llanos Cornejo;M;1993-09-09;San Borja;2024-01-28;Sin Programa
1493;Ascensión Catalá Esteban;F;1970-08-26;Barranco;2023-02-02;Bronce
1494;Rico Lasa Gual;M;1946-10-22;San Martín de Porres;2023-02-17;Sin Programa
1495;Cristina Cristina Amo Palomar;F;1983-06-30;Santiago de Surco;2023-01-12;Sin Programa
1496;Noemí Tapia Cañete;F;1943-03-02;Jesús María;2023-02-16;Bronce
1497;Soraya Somoza-Pereira;F;1944-08-28;Sin Especificar;2023-03-26;Bronce
1498;Tamara Ponce Tur;F;1974-06-17;Independencia;2023-08-12;Sin Programa
1499;Bernardita de Ferrando;F;1960-05-27;Chorrillos;2023-07-23;Plata
1500;Alcides Real Alcolea;M;1988-09-08;Los Olivos;2024-01-29;Sin Programa
1501;Haydée Girón Franco;F;1997-09-23;Miraflores;2023-04-29;Sin Programa
1502;Anacleto Elorza Saavedra;M;2000-03-20;Comas;2023-12-07;Sin Programa
1503;Laura Noemí Morcillo Seco;F;1946-01-03;Sin Especificar;2023-05-03;Bronce
1504;Inmaculada Quirós Arnaiz;F;1939-10-08;Comas;2023-08-09;Sin Programa
1505;Paulina Sara Pintor Milla;F;1999-11-23;Villa El Salvador;2023-10-08;Sin Programa
1506;Mariano Zapata;M;1983-09-14;Surco;2023-11-09;Oro
1507;Juan Bautista Canales Sanmiguel;M;1950-06-16;Miraflores;2023-08-26;Bronce
1508;Severiano de Hoyos;M;1973-05-19;Los Olivos;2023-04-21;Bronce
1509;Julio César Priego-Ariza;M;2000-06-19;Comas;2023-11-13;Sin Programa
1510;Gala Villalonga-Avilés;F;1953-03-25;Sin Especificar;2023-11-27;Bronce
1511;Emelina Sabater Puig;F;1955-09-03;Comas;2023-07-07;Bronce
1512;Roldán Macias Serra;M;1990-04-15;San Martín de Porres;2024-01-22;Sin Programa
1513;Ileana Mariscal Ballester;F;1968-02-29;Sin Especificar;2023-07-17;Plata
1514;Yaiza Cisneros-Silva;F;1945-10-06;Santiago de Surco;2023-12-04;Plata
1515;Apolonia de Escolano;F;2003-05-17;Rímac;2023-06-12;Sin Programa
1516;Victoriano Pablo Cerdá Pozuelo;M;1977-08-30;Villa El Salvador;2023-03-31;Plata
1517;Etelvina Sanmartín;F;1975-02-23;Rímac;2023-06-02;Sin Programa
1518;Carmina Santiago Franch;F;1961-04-12;San Martín de Porres;2023-01-18;Bronce
1519;Apolonia del Morante;F;2000-01-07;San Miguel;2023-01-04;Bronce
1520;Paca Casals Bou;F;1943-07-14;Pueblo Libre;2023-12-09;Sin Programa
1521;Olalla Sancho Parejo;F;1997-09-22;Los Olivos;2023-03-01;Sin Programa
1522;Luciana Plana Vidal;F;1948-03-21;Rímac;2023-01-04;Bronce
1523;Cebrián Gonzalo Pintor Arranz;M;1999-01-08;Breña;2024-01-23;Sin Programa
1524;Zaira Naranjo Conesa;F;1995-03-02;San Martín de Porres;2023-10-23;Oro
1525;Teófila Coca Escamilla;F;1944-06-16;La Molina;2023-04-12;Bronce
1526;Hugo Mena Mendoza;M;1987-11-20;San Isidro;2023-07-13;Sin Programa
1527;Elvira de Carpio;F;1959-12-27;Lince;2023-01-05;Plata
1528;Cintia Acevedo Isern;F;1999-08-18;Surco;2023-09-01;Bronce
1529;Jenaro Valenciano Valenzuela;M;1943-07-23;Jesús María;2023-10-14;Bronce
1530;Roxana Adán-Uriarte;F;1991-10-21;San Miguel;2023-03-16;Bronce
